City No.,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,kibaya,-5.3,36.5667,81.7,28.0,35.0,8.37,TZ,1635150683.0
340,sembe,1.6481,14.5806,83.8,67.0,87.0,1.14,CG,1635150684.0
341,bargal,,,,,,,,
342,kommunar,59.6206,30.39,44.51,90.0,100.0,15.01,RU,1635150686.0
343,ixtapa,20.7,-105.2,80.22,85.0,96.0,3.6,MX,1635150687.0
344,zhigansk,66.7697,123.3711,24.67,96.0,100.0,6.33,RU,1635150688.0
345,nantucket,41.2835,-70.0995,54.97,67.0,100.0,3.24,US,1635150591.0
346,sambava,-14.2667,50.1667,80.65,65.0,71.0,11.59,MG,1635150690.0
347,port elizabeth,-33.918,25.5701,70.11,68.0,20.0,6.91,ZA,1635150691.0
348,hokitika,-42.7167,170.9667,58.19,88.0,90.0,4.29,NZ,1635150692.0
349,las palmas,28.4204,-14.0131,66.99,78.0,20.0,8.05,ES,1635150692.0
350,santa cruz de tenerife,28.4682,-16.2546,73.72,79.0,40.0,3.0,ES,1635150693.0
351,tiksi,71.6872,128.8694,-2.85,100.0,90.0,2.73,RU,1635150694.0
352,hami,42.8,93.45,55.04,24.0,0.0,2.55,CN,1635150695.0
353,illapel,-31.6308,-71.1653,59.68,55.0,0.0,2.62,CL,1635150670.0
354,santa lucia,27.9117,-15.5407,63.72,60.0,20.0,10.36,ES,1635150696.0
355,alexander city,32.944,-85.9539,64.11,100.0,1.0,0.0,US,1635150451.0
356,roches noires,,,,,,,,
357,fort nelson,58.8053,-122.7002,22.59,93.0,1.0,0.0,CA,1635150619.0
358,taltal,-25.4,-70.4833,55.6,91.0,53.0,3.06,CL,1635150619.0
359,geresk,,,,,,,,
360,islahiye,37.025,36.6306,67.78,29.0,13.0,3.11,TR,1635150700.0
361,roald,62.5833,6.1333,52.72,82.0,75.0,9.22,NO,1635150701.0
362,muros,42.7762,-9.0603,57.99,96.0,100.0,3.58,ES,1635150702.0
363,tucurui,-3.7661,-49.6725,75.88,90.0,97.0,1.5,BR,1635150703.0
364,talnakh,69.4865,88.3972,24.08,96.0,100.0,11.21,RU,1635150704.0
365,mogok,22.9167,96.5,70.2,90.0,72.0,1.03,MM,1635150705.0
366,nuevitas,21.5453,-77.2644,76.44,89.0,95.0,3.98,CU,1635150706.0
367,andijon,40.7821,72.3442,67.28,93.0,0.0,1.03,UZ,1635150707.0
368,pangkalanbuun,-2.6833,111.6167,84.65,69.0,99.0,4.76,ID,1635150708.0
369,yaan,7.3833,8.5667,83.41,69.0,87.0,4.27,NG,1635150709.0
370,dunedin,-45.8742,170.5036,54.81,91.0,100.0,3.0,NZ,1635150609.0
371,port-gentil,-0.7193,8.7815,80.56,89.0,75.0,12.66,GA,1635150711.0
372,abha,18.2164,42.5053,76.82,9.0,0.0,8.05,SA,1635150712.0
373,alice springs,-23.7,133.8833,92.75,14.0,41.0,11.5,AU,1635150713.0
374,berlevag,70.8578,29.0864,21.2,74.0,57.0,13.49,NO,1635150714.0
375,meyungs,,,,,,,,
376,aripuana,-9.1667,-60.6333,70.16,99.0,80.0,2.51,BR,1635150716.0
377,faya,18.3851,42.4509,77.11,24.0,3.0,2.77,SA,1635150717.0
378,poum,-20.2333,164.0167,74.73,75.0,76.0,8.68,NC,1635150718.0
379,bandar-e torkaman,,,,,,,,
380,kiunga,-6.1219,141.2906,78.46,89.0,97.0,2.59,PG,1635150719.0
381,atambua,-9.1061,124.8925,79.97,72.0,95.0,0.72,ID,1635150720.0
382,ostrovnoy,68.0531,39.5131,25.03,78.0,77.0,3.6,RU,1635150721.0
383,cockburn town,21.4612,-71.1419,82.49,76.0,25.0,17.72,TC,1635150722.0
384,sao joao da barra,-21.6403,-41.0511,70.63,91.0,100.0,15.08,BR,1635150723.0
385,calamar,10.2511,-74.9146,84.15,93.0,32.0,2.46,CO,1635150724.0
386,wairoa,-39.0333,177.3667,67.6,85.0,87.0,4.45,NZ,1635150622.0
387,whitehorse,60.7161,-135.0538,23.77,92.0,75.0,1.99,CA,1635150502.0
388,kamiiso,41.8167,140.65,52.18,87.0,75.0,4.61,JP,1635150726.0
389,groningen,53.25,6.75,50.02,81.0,90.0,4.0,NL,1635150727.0
390,meadow lake,34.8014,-106.5436,59.43,38.0,69.0,1.12,US,1635150620.0
391,ossora,59.2353,163.0719,22.28,89.0,82.0,3.65,RU,1635150728.0
392,lac du bonnet,50.2536,-96.0612,32.23,88.0,89.0,6.98,CA,1635150729.0
393,ahuimanu,21.4447,-157.8378,78.51,74.0,75.0,13.8,US,1635150730.0
394,great falls,47.5002,-111.3008,56.59,52.0,75.0,5.99,US,1635150538.0
395,vestmannaeyjar,63.4427,-20.2734,43.79,100.0,90.0,2.3,IS,1635150732.0
396,lakatoro,-16.0999,167.4164,78.96,83.0,16.0,9.48,VU,1635150733.0
397,kamenskoye,,,,,,,,
398,gold coast,-28.0,153.4333,73.17,87.0,75.0,5.01,AU,1635150535.0
399,waipawa,-41.4122,175.5153,59.04,95.0,14.0,4.54,NZ,1635150735.0
400,tubig indangan,,,,,,,,
401,solnechnyy,50.7214,136.6319,38.32,83.0,4.0,5.21,RU,1635150737.0
402,kenora,49.8167,-94.4337,39.18,86.0,1.0,5.75,CA,1635150738.0
403,trelew,-43.249,-65.3051,56.43,41.0,100.0,31.18,AR,1635150739.0
404,allapalli,19.4167,80.0667,86.36,45.0,6.0,5.14,IN,1635150740.0
405,cabra,37.4725,-4.4421,64.4,51.0,100.0,1.32,ES,1635150741.0
406,rodrigues alves,-7.738,-72.6509,73.99,89.0,27.0,2.28,BR,1635150742.0
407,tiznit,29.5833,-9.5,66.88,53.0,100.0,3.65,MA,1635150743.0
408,boguchany,58.3814,97.4531,41.47,93.0,100.0,7.09,RU,1635150740.0
409,adre,13.4667,22.2,89.38,19.0,80.0,17.31,TD,1635150744.0
410,lasa,46.6166,10.7002,54.86,25.0,100.0,4.29,IT,1635150745.0
411,hamilton,39.1834,-84.5333,65.98,70.0,1.0,1.01,US,1635150223.0
412,vostok,46.4856,135.8833,37.06,75.0,0.0,4.61,RU,1635150746.0
413,milverton,43.5668,-80.9164,45.19,92.0,100.0,12.35,CA,1635150747.0
414,selishche,56.8879,33.2691,37.47,75.0,98.0,10.92,RU,1635150748.0
415,san ramon de la nueva oran,-23.1322,-64.326,58.33,56.0,0.0,0.78,AR,1635150636.0
416,benguela,-12.5763,13.4055,80.49,62.0,91.0,7.34,AO,1635150750.0
417,tilichiki,60.4667,166.1,10.54,98.0,69.0,4.97,RU,1635150750.0
418,havoysund,70.9963,24.6622,32.23,76.0,37.0,17.78,NO,1635150751.0
419,teknaf,20.8624,92.3058,83.7,66.0,33.0,8.19,BD,1635150752.0
420,salinopolis,-0.6136,-47.3561,80.37,81.0,66.0,10.04,BR,1635150627.0
421,lorengau,-2.0226,147.2712,81.82,78.0,19.0,7.11,PG,1635150754.0
422,port hedland,-20.3167,118.5667,91.45,31.0,3.0,19.57,AU,1635150754.0
423,northam,51.0333,-4.2167,55.35,95.0,42.0,10.4,GB,1635150755.0
424,loandjili,-4.7561,11.8578,80.71,83.0,75.0,11.5,CG,1635150756.0
425,sale,34.0389,-6.8166,64.74,100.0,75.0,3.44,MA,1635150757.0
426,pincher creek,49.4833,-113.952,44.58,86.0,75.0,5.75,CA,1635150758.0
427,tirat karmel,32.7617,34.9719,78.62,64.0,20.0,4.61,IL,1635150759.0
428,abu dhabi,24.4667,54.3667,91.51,51.0,0.0,3.44,AE,1635150760.0
429,kafar qasem,,,,,,,,
430,fare,-16.7,-151.0167,77.63,80.0,93.0,6.51,PF,1635150761.0
431,khawhai,23.3667,93.1167,66.76,74.0,98.0,1.72,IN,1635150762.0
432,cordoba,-31.4135,-64.1811,76.05,23.0,0.0,17.27,AR,1635150557.0
433,abhar,36.1468,49.218,65.12,14.0,0.0,6.33,IR,1635150764.0
434,la asuncion,11.0333,-63.8628,78.13,86.0,100.0,13.67,VE,1635150765.0
435,nishihara,26.1842,127.7558,76.68,76.0,40.0,13.8,JP,1635150766.0
436,kortkeros,61.8106,51.5806,28.4,70.0,98.0,9.37,RU,1635150767.0
437,odweyne,9.4092,45.064,82.69,27.0,44.0,4.36,SO,1635150768.0
438,steinbach,50.1667,8.5667,51.26,93.0,90.0,2.3,DE,1635150769.0
439,plettenberg bay,-34.0527,23.3716,63.05,59.0,0.0,6.44,ZA,1635150576.0
440,xuanhua,40.6103,115.0447,58.5,41.0,99.0,1.16,CN,1635150770.0
441,toliary,,,,,,,,
442,lolua,,,,,,,,
443,baykalovo,57.3981,63.7684,42.94,64.0,98.0,9.82,RU,1635150772.0
444,kupang,-10.1667,123.5833,88.38,70.0,75.0,9.22,ID,1635150773.0
445,tiruvottiyur,,,,,,,,
446,hervey bay,-25.2986,152.8535,76.03,89.0,100.0,9.46,AU,1635150775.0
447,price,39.5994,-110.8107,48.72,66.0,1.0,6.91,US,1635150776.0
448,santiago,-33.4569,-70.6483,61.86,36.0,0.0,3.44,CL,1635150499.0
449,drumheller,51.4617,-112.7101,49.33,57.0,100.0,16.11,CA,1635150601.0
450,ciamis,-7.3257,108.3534,84.11,64.0,74.0,5.61,ID,1635150778.0
451,sandpoint,48.2766,-116.5533,47.44,93.0,90.0,6.91,US,1635150707.0
452,maniitsoq,65.4167,-52.9,22.55,52.0,0.0,9.13,GL,1635150780.0
453,sechura,-5.5569,-80.8222,63.59,84.0,6.0,12.33,PE,1635150781.0
454,buariki,,,,,,,,
455,saint-louis,16.3333,-15.0,83.84,37.0,6.0,7.54,SN,1635150783.0
456,barawe,,,,,,,,
457,sola,-13.8833,167.55,81.64,73.0,19.0,14.7,VU,1635150784.0
458,coffs harbour,-30.3,153.1333,71.87,87.0,0.0,8.05,AU,1635150785.0
459,leh,34.1667,77.5833,36.52,41.0,80.0,4.85,IN,1635150786.0
460,sheridan,44.8333,-106.9173,53.78,75.0,20.0,0.0,US,1635150787.0
461,mecca,21.4267,39.8261,93.81,31.0,0.0,10.56,SA,1635150788.0
462,karaul,,,,,,,,
463,orgun,,,,,,,,
464,ugoofaaru,5.6667,73.0,82.04,76.0,100.0,11.43,MV,1635150790.0
465,seoul,37.5683,126.9778,60.4,42.0,0.0,5.75,KR,1635150767.0
466,clyde river,70.4692,-68.5914,15.82,79.0,9.0,7.27,CA,1635150792.0
467,nizwa,22.9333,57.5333,91.65,20.0,0.0,7.4,OM,1635150793.0
468,camana,-16.6228,-72.7111,60.84,83.0,80.0,5.88,PE,1635150794.0
469,svetlyy,54.675,20.1347,42.85,59.0,29.0,16.46,RU,1635150794.0
470,ipilan,8.8431,117.9033,82.42,74.0,47.0,4.23,PH,1635150795.0
471,moron,-34.6534,-58.6198,66.02,54.0,0.0,8.01,AR,1635150796.0
472,tutoia,-2.7619,-42.2744,78.12,80.0,4.0,12.1,BR,1635150797.0
473,souillac,-20.5167,57.5167,79.36,78.0,75.0,14.97,MU,1635150798.0
474,tshane,-24.0196,21.8684,91.35,12.0,2.0,17.05,BW,1635150799.0
475,tarko-sale,64.9225,77.785,24.76,84.0,78.0,11.59,RU,1635150800.0
476,truro,50.2653,-5.0544,56.59,100.0,40.0,8.05,GB,1635150800.0
477,shumerlya,55.5005,46.4129,36.23,58.0,94.0,10.96,RU,1635150738.0
478,pombas,17.1503,-25.0201,74.98,74.0,98.0,14.25,CV,1635150802.0
479,san andres,12.5847,-81.7006,77.02,100.0,20.0,2.3,CO,1635150803.0
480,klaksvik,62.2266,-6.589,49.12,89.0,79.0,22.53,FO,1635150804.0
481,launceston,-41.45,147.1667,53.8,72.0,90.0,5.01,AU,1635150805.0
482,ust-omchug,61.15,149.6333,3.36,97.0,99.0,2.13,RU,1635150806.0
483,bintulu,3.1667,113.0333,81.01,88.0,40.0,3.0,MY,1635150808.0
484,guayaramerin,-10.8368,-65.3614,68.45,98.0,100.0,4.03,BO,1635150808.0
485,fauske,67.2588,15.3918,41.77,91.0,100.0,5.99,NO,1635150555.0
486,masjed-e soleyman,,,,,,,,
487,portoferraio,42.8115,10.3146,65.12,51.0,100.0,5.95,IT,1635150811.0
488,sento se,,,,,,,,
489,ambilobe,-13.2,49.05,97.52,28.0,0.0,13.42,MG,1635150812.0
490,londoko,49.0333,131.9833,42.28,62.0,30.0,1.63,RU,1635150813.0
491,maningrida,-12.0667,134.2667,83.32,67.0,100.0,12.12,AU,1635150814.0
492,severo-yeniseyskiy,60.3725,93.0408,32.63,99.0,100.0,3.47,RU,1635150815.0
493,quatre cocos,-20.2078,57.7625,79.09,69.0,30.0,17.02,MU,1635150816.0
494,saint-pierre,-21.3393,55.4781,82.08,68.0,90.0,9.22,RE,1635150817.0
495,yambio,4.5721,28.3955,81.27,68.0,98.0,4.27,SS,1635150818.0
496,vanimo,-2.6741,141.3028,80.31,80.0,97.0,4.79,PG,1635150819.0
497,aasiaat,68.7098,-52.8699,4.91,94.0,76.0,7.34,GL,1635150820.0
498,ngunguru,-35.6167,174.5,64.17,95.0,76.0,4.47,NZ,1635150821.0
499,oktyabrskiy,54.4815,53.471,39.11,92.0,100.0,6.87,RU,1635150822.0
500,piran,45.5278,13.5706,60.04,34.0,0.0,4.61,SI,1635150822.0
501,kamenka,51.3223,42.7678,35.24,60.0,99.0,15.26,RU,1635150823.0
502,wawa,9.9022,4.4192,85.15,57.0,76.0,2.57,NG,1635150824.0
503,diebougou,10.9667,-3.25,82.27,63.0,89.0,5.28,BF,1635150825.0
504,bella vista,36.4295,-94.2316,54.55,92.0,1.0,3.0,US,1635150826.0
505,rorvik,64.8621,11.2373,46.51,93.0,75.0,6.91,NO,1635150827.0
506,deputatskiy,69.3,139.9,-1.35,98.0,100.0,0.72,RU,1635150828.0
507,hay river,60.8156,-115.7999,35.58,87.0,40.0,5.75,CA,1635150829.0
508,hlukhiv,51.6782,33.9162,39.0,55.0,37.0,5.41,UA,1635150830.0
509,boden,65.8252,21.6886,37.4,100.0,100.0,2.73,SE,1635150831.0
510,rungata,,,,,,,,
511,avera,33.194,-82.5271,65.91,78.0,100.0,5.35,US,1635150833.0
512,charters towers,-20.1,146.2667,80.69,42.0,81.0,15.08,AU,1635150833.0
513,halifax,44.6453,-63.5724,46.45,75.0,65.0,1.01,CA,1635150548.0
514,benghazi,32.1167,20.0667,79.52,37.0,98.0,23.73,LY,1635150835.0
515,sumbe,-11.2061,13.8437,79.59,70.0,99.0,5.26,AO,1635150836.0
516,tignere,7.3667,12.65,79.45,59.0,96.0,2.66,CM,1635150837.0
517,kavaratti,10.5669,72.642,81.9,74.0,88.0,9.35,IN,1635150837.0
518,achisay,,,,,,,,
519,searcy,35.2506,-91.7363,69.75,100.0,75.0,3.44,US,1635150714.0
520,henties bay,-22.116,14.2845,63.86,70.0,4.0,7.58,NA,1635150840.0
521,dharmabad,18.9,77.85,84.25,41.0,5.0,8.23,IN,1635150841.0
522,batagay-alyta,67.8006,130.4114,3.27,92.0,94.0,1.54,RU,1635150842.0
523,karpathos,35.507,27.2132,69.76,68.0,20.0,31.07,GR,1635150843.0
524,bardiyah,31.7561,25.0865,73.87,64.0,73.0,7.81,LY,1635150844.0
525,lyman,48.9884,37.8023,43.65,37.0,4.0,9.8,UA,1635150845.0
526,tabou,4.423,-7.3528,78.42,82.0,99.0,7.61,CI,1635150846.0
527,sault sainte marie,46.5168,-84.3333,41.9,78.0,90.0,10.36,CA,1635150578.0
528,vao,-22.6667,167.4833,70.61,73.0,59.0,15.95,NC,1635150847.0
529,ponta delgada,37.7333,-25.6667,61.52,88.0,20.0,4.61,PT,1635150848.0
530,samsun,41.25,36.3333,57.99,59.0,75.0,6.91,TR,1635150849.0
531,glendive,47.1053,-104.7125,42.49,91.0,90.0,8.05,US,1635150850.0
532,koumac,-20.5667,164.2833,74.19,76.0,79.0,7.43,NC,1635150851.0
533,rawannawi,,,,,,,,
534,chernaya kholunitsa,58.8511,51.7154,32.63,69.0,97.0,9.4,RU,1635150853.0
535,fortuna,40.5982,-124.1573,52.36,69.0,90.0,1.01,US,1635150854.0
536,mesyagutovo,55.5303,58.2528,39.99,74.0,100.0,6.71,RU,1635150855.0
537,yalta,44.5,34.1667,50.76,54.0,16.0,1.45,UA,1635150856.0
538,porto novo,6.4965,2.6036,82.22,67.0,15.0,5.61,BJ,1635150856.0
539,linchuan,,,,,,,,
540,mariakani,-3.8633,39.4736,82.49,50.0,98.0,6.24,KE,1635150858.0
541,nsanje,-16.92,35.262,96.26,35.0,56.0,7.76,MW,1635150859.0
542,hirara,24.8,125.2833,79.07,73.0,40.0,14.97,JP,1635150860.0
543,rudbar,30.15,62.6,80.15,12.0,1.0,5.86,AF,1635150860.0
544,maceio,-9.6658,-35.7353,76.44,94.0,20.0,3.44,BR,1635150861.0
545,yakeshi,49.2833,120.7333,37.89,65.0,62.0,5.95,CN,1635150862.0
546,nelson bay,-32.7167,152.15,66.25,73.0,1.0,1.01,AU,1635150863.0
547,salta,-24.7859,-65.4117,53.89,71.0,0.0,5.75,AR,1635150633.0
548,kismayo,-0.3582,42.5454,85.53,63.0,18.0,10.69,SO,1635150865.0
549,iquitos,-3.7481,-73.2472,77.04,88.0,40.0,4.61,PE,1635150865.0
550,odoyev,53.9393,36.6864,35.17,60.0,100.0,6.26,RU,1635150866.0
551,abiy adi,,,,,,,,
552,itigi,-5.7,34.4833,88.29,26.0,97.0,10.85,TZ,1635150868.0
553,goma,-1.6792,29.2228,76.66,55.0,98.0,3.56,CD,1635150869.0
554,druzhnaya gorka,59.2761,30.1425,43.88,89.0,100.0,12.73,RU,1635150869.0
555,wewak,-3.5534,143.6268,81.7,77.0,90.0,7.05,PG,1635150870.0
556,kalmunai,7.4167,81.8167,87.03,61.0,100.0,10.09,LK,1635150871.0
557,half moon bay,37.4636,-122.4286,58.41,96.0,90.0,3.0,US,1635150619.0
558,te anau,-45.4167,167.7167,54.41,96.0,100.0,0.56,NZ,1635150873.0
559,amahai,-3.3333,128.9167,81.37,79.0,96.0,0.72,ID,1635150874.0
560,estelle,29.8458,-90.1067,73.99,92.0,90.0,0.0,US,1635150874.0
561,iraquara,-12.2486,-41.6194,69.64,98.0,99.0,2.95,BR,1635150875.0
562,valparaiso,-33.0393,-71.6273,55.04,76.0,0.0,0.0,CL,1635150800.0
563,bacolod,10.6667,122.95,82.53,80.0,100.0,2.01,PH,1635150877.0
564,alofi,-19.0595,-169.9187,73.29,78.0,40.0,6.91,NU,1635150878.0
565,turukhansk,65.8167,87.9833,23.74,95.0,100.0,13.44,RU,1635150879.0
566,muyezerskiy,63.9333,31.65,30.9,97.0,100.0,9.13,RU,1635150879.0
567,lalomanu,,,,,,,,
568,barras,-4.2444,-42.2944,74.98,89.0,37.0,2.17,BR,1635150881.0
569,durres,41.3231,19.4414,62.78,46.0,33.0,8.84,AL,1635150882.0
570,west plains,36.7281,-91.8524,57.52,92.0,1.0,1.01,US,1635150883.0
571,athabasca,54.7169,-113.2854,41.83,77.0,100.0,12.91,CA,1635150884.0
572,balila,32.3881,35.9351,69.15,41.0,0.0,3.69,JO,1635150885.0
573,acarau,-2.8856,-40.12,79.32,73.0,84.0,13.49,BR,1635150885.0
574,honiara,-9.4333,159.95,79.59,86.0,51.0,4.97,SB,1635150886.0
575,san vicente,-26.6167,-54.1333,47.75,97.0,0.0,2.84,AR,1635150887.0
576,borazjan,29.2666,51.2159,83.53,14.0,0.0,9.01,IR,1635150888.0
577,acapulco,16.8634,-99.8901,76.08,89.0,100.0,6.82,MX,1635150830.0
578,kildare,53.1561,-6.9144,49.98,90.0,89.0,11.12,IE,1635150889.0
579,puerto madryn,-42.7692,-65.0385,56.95,44.0,100.0,28.3,AR,1635150890.0
580,newport,51.5877,-2.9984,55.45,92.0,21.0,12.46,GB,1635150891.0
581,arman,59.7,150.1667,24.71,84.0,100.0,4.5,RU,1635150892.0
582,fuzhou,26.0614,119.3061,73.29,75.0,14.0,4.0,CN,1635150779.0
583,arlit,18.7369,7.3853,93.0,9.0,5.0,1.39,NE,1635150893.0
584,magdalena,14.1999,121.429,80.78,86.0,94.0,7.38,PH,1635150894.0
585,leshukonskoye,64.8989,45.7622,31.5,87.0,95.0,9.46,RU,1635150895.0
586,grindavik,63.8424,-22.4338,41.47,87.0,90.0,8.05,IS,1635150896.0
587,saint george,37.1041,-113.5841,65.35,48.0,1.0,3.0,US,1635150648.0
588,kisaran,2.9845,99.6158,84.52,72.0,93.0,4.74,ID,1635150898.0
589,nakamura,32.9833,132.9333,54.88,96.0,94.0,3.65,JP,1635150899.0
590,sosnovskiy,,,,,,,,
591,egvekinot,66.3167,-179.1667,2.39,88.0,82.0,7.76,RU,1635150900.0
592,teya,60.3778,92.6267,35.94,99.0,100.0,3.53,RU,1635150901.0
593,ballina,-28.8667,153.5667,75.38,85.0,100.0,12.66,AU,1635150902.0
594,stokmarknes,68.5646,14.9108,39.49,93.0,75.0,8.05,NO,1635150903.0
595,smithers,54.7804,-127.1743,37.72,100.0,90.0,2.3,CA,1635150607.0
596,chistogorskiy,53.9835,87.3843,51.08,54.0,87.0,11.05,RU,1635150905.0
597,cairns,-16.9167,145.7667,81.07,61.0,0.0,6.91,AU,1635150806.0
598,olafsvik,64.8945,-23.7142,39.02,83.0,100.0,21.61,IS,1635150907.0
599,hualmay,-11.0964,-77.6139,60.87,87.0,43.0,7.94,PE,1635150908.0
600,skibbereen,51.55,-9.2667,48.0,74.0,33.0,13.04,IE,1635150909.0
601,bilibino,68.0546,166.4372,-21.33,99.0,44.0,3.74,RU,1635150910.0
602,omboue,-1.5746,9.2618,82.71,73.0,71.0,9.78,GA,1635150910.0
603,butembo,0.15,29.2833,70.57,74.0,100.0,1.81,CD,1635150911.0
604,north bend,43.4065,-124.2243,55.85,88.0,40.0,20.71,US,1635150912.0
605,saint-augustin,51.226,-58.6502,37.08,71.0,24.0,12.95,CA,1635150913.0
606,olga,43.7444,135.2892,47.7,75.0,0.0,6.8,RU,1635150914.0
607,gizo,-8.103,156.8419,82.67,73.0,78.0,4.0,SB,1635150915.0
608,bozoum,6.3193,16.3799,83.53,64.0,81.0,1.9,CF,1635150916.0
609,mikhaylovka,50.06,43.2379,40.8,47.0,65.0,16.84,RU,1635150917.0
610,kaseda,31.4167,130.3167,64.85,64.0,1.0,10.51,JP,1635150918.0
611,kaspiyskiy,45.3929,47.3707,45.37,81.0,100.0,17.87,RU,1635150918.0
612,duz,,,,,,,,
613,karasjok,69.4719,25.5112,24.91,94.0,100.0,6.46,NO,1635150920.0
614,port augusta,-32.5,137.7667,73.54,37.0,0.0,12.64,AU,1635150921.0
615,pervomayskiy,53.2485,40.2871,36.52,53.0,12.0,11.56,RU,1635150922.0
616,puro,12.4841,123.3827,81.99,79.0,100.0,9.71,PH,1635150923.0
617,broken hill,-31.95,141.4333,69.51,18.0,0.0,10.36,AU,1635150923.0
618,koungou,-12.7336,45.2042,89.31,66.0,20.0,11.5,YT,1635150924.0
619,louisbourg,,,,,,,,
620,chastoozerye,,,,,,,,
621,salalah,17.0151,54.0924,84.29,58.0,0.0,12.66,OM,1635150926.0
622,miri,4.4148,114.0089,84.34,79.0,40.0,5.75,MY,1635150927.0
623,pakwach,,,,,,,,
624,diffa,13.3154,12.6113,95.32,15.0,79.0,15.79,NE,1635150929.0
625,vlagtwedde,53.0275,7.1083,49.15,93.0,99.0,10.42,NL,1635150929.0
626,talcahuano,-36.7167,-73.1167,51.48,93.0,0.0,8.05,CL,1635150930.0
627,port-cartier,50.0334,-66.8654,40.75,71.0,96.0,8.08,CA,1635150931.0
628,onguday,50.75,86.15,51.24,42.0,51.0,2.42,RU,1635150932.0
629,quartucciu,39.2519,9.1794,70.05,74.0,40.0,7.0,IT,1635150933.0
630,alexandria,31.2156,29.9553,74.61,61.0,2.0,8.77,EG,1635150511.0
631,blagoyevo,63.3667,47.9167,29.17,77.0,100.0,10.27,RU,1635150934.0
632,evensk,61.95,159.2333,19.27,93.0,100.0,5.88,RU,1635150936.0
633,sur,22.5667,59.5289,90.32,42.0,0.0,5.41,OM,1635150936.0
634,boissevain,49.2306,-100.0559,37.06,76.0,70.0,10.74,CA,1635150937.0
635,conakry,9.538,-13.6773,74.35,82.0,92.0,7.09,GN,1635150670.0
636,tobermory,45.2501,-81.6665,43.3,77.0,100.0,20.87,CA,1635150939.0
637,plymouth,41.8334,-70.8328,53.44,92.0,90.0,4.61,US,1635150940.0
638,huilong,31.8111,121.655,70.03,62.0,98.0,9.28,CN,1635150940.0
639,indramayu,-6.3264,108.32,86.85,63.0,9.0,9.93,ID,1635150941.0
640,tabialan,,,,,,,,
641,aykhal,66.0,111.5,20.71,96.0,100.0,10.69,RU,1635150943.0
642,paamiut,61.994,-49.6678,23.83,38.0,0.0,9.93,GL,1635150944.0
643,porbandar,21.6422,69.6093,84.78,46.0,2.0,11.83,IN,1635150944.0
644,umzimvubu,,,,,,,,
645,tambun,-6.2641,107.0712,88.48,54.0,93.0,8.39,ID,1635150946.0
646,oparino,59.8518,48.2783,32.76,53.0,10.0,10.45,RU,1635150947.0
647,touros,-5.1989,-35.4608,72.5,64.0,75.0,15.73,BR,1635150948.0
648,papagaios,-19.4492,-44.7478,67.77,82.0,100.0,4.09,BR,1635150948.0
649,filingue,14.3521,3.3168,92.97,21.0,54.0,7.49,NE,1635150949.0
650,tynda,55.1667,124.7167,33.19,87.0,89.0,0.76,RU,1635150950.0
651,ciudad bolivar,8.1222,-63.5497,74.01,96.0,70.0,4.47,VE,1635150951.0
652,merauke,-8.4667,140.3333,82.17,82.0,95.0,8.81,ID,1635150952.0
653,quelimane,-17.8786,36.8883,85.95,66.0,75.0,17.27,MZ,1635150953.0
654,korla,41.7597,86.1469,58.12,26.0,0.0,10.67,CN,1635150954.0
655,panaba,21.2833,-88.2667,75.74,97.0,83.0,5.77,MX,1635150955.0
656,ostersund,63.1792,14.6357,39.61,100.0,0.0,4.61,SE,1635150956.0
657,wajima,37.4,136.9,59.68,94.0,90.0,4.61,JP,1635150957.0
658,urucui,-7.2294,-44.5561,78.28,77.0,57.0,2.08,BR,1635150957.0
659,shimoda,34.6667,138.95,64.51,82.0,100.0,20.49,JP,1635150958.0
660,urazovo,50.0836,38.0395,42.17,41.0,6.0,10.27,RU,1635150959.0
661,karauzyak,,,,,,,,
662,kopavogur,64.1123,-21.913,41.22,70.0,90.0,10.36,IS,1635150961.0
663,santa maria,-29.6842,-53.8069,52.34,73.0,0.0,4.92,BR,1635150962.0
664,bud,39.447,-86.1758,61.03,96.0,100.0,13.73,US,1635150963.0
665,mantua,45.1667,10.7833,57.43,81.0,100.0,3.38,IT,1635150963.0
666,boende,-0.2167,20.8667,81.27,68.0,100.0,3.42,CD,1635150964.0
667,singaraja,-8.112,115.0882,85.96,70.0,36.0,1.45,ID,1635150965.0
668,husavik,66.0449,-17.3389,35.51,98.0,100.0,18.97,IS,1635150966.0
669,tillabery,,,,,,,,
670,nouadhibou,20.931,-17.0347,69.78,78.0,100.0,19.57,MR,1635150968.0
671,tashara,55.5195,83.5094,54.23,45.0,100.0,18.54,RU,1635150969.0
672,sibolga,1.7427,98.7792,80.53,85.0,92.0,3.13,ID,1635150969.0
673,pitimbu,-7.4706,-34.8086,75.79,74.0,95.0,13.94,BR,1635150970.0
674,deming,32.2687,-107.7586,64.24,46.0,1.0,4.61,US,1635150971.0
675,lazo,43.3817,133.9014,45.64,73.0,0.0,2.68,RU,1635150972.0
676,cape canaveral,28.4058,-80.6048,77.07,92.0,20.0,5.75,US,1635150973.0
677,strezhevoy,60.7333,77.5889,31.98,82.0,100.0,7.0,RU,1635150974.0
678,sunrise manor,36.2111,-115.0731,72.91,32.0,1.0,9.22,US,1635150975.0
679,zhezkazgan,47.8043,67.7144,56.17,30.0,100.0,9.24,KZ,1635150976.0
